id,birth_year,sex,parental_education,childhood_sep,region,migration_background,baseline_health_18,income_32_eur,self_rated_health_32,mental_health_score_32,employment_status_32,emp_18,emp_19,emp_20,emp_21,emp_22,emp_23,emp_24,emp_25,emp_26,emp_27,emp_28,emp_29,emp_30,fam_18,fam_19,fam_20,fam_21,fam_22,fam_23,fam_24,fam_25,fam_26,fam_27,fam_28,fam_29,fam_30,house_18,house_19,house_20,house_21,house_22,house_23,house_24,house_25,house_26,house_27,house_28,house_29,house_30
435,1992,female,medium,1,eastern_northern_finland,0,3,17200,2,11.1,part_time,education,unemployed,unemployed,unemployed,part_time,inactive_care,unemployed,full_time,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,single_parent,single_parent,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
436,1992,female,medium,4,capital_region,0,3,40400,3,7.3,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,unemployed,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary
437,1991,male,low,1,southern_finland,0,2,26100,1,14.7,unemployed,education,unemployed,inactive_care,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,renting,renting,renting,renting,renting,renting,other_temporary,other_temporary,renting,renting,renting,renting,renting
438,1994,female,medium,2,eastern_northern_finland,0,5,33400,5,7.6,full_time,education,education,part_time,part_time,full_time,unemployed,full_time,full_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,renting
439,1990,female,low,1,western_finland,0,3,29300,3,8.2,full_time,full_time,education,unemployed,part_time,full_time,unemployed,full_time,part_time,full_time,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied
440,1994,female,high,5,capital_region,0,5,48300,5,5.2,full_time,education,education,inactive_care,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
441,1993,female,high,3,western_finland,0,4,54600,4,5.0,full_time,education,education,education,part_time,education,full_time,full_time,full_time,full_time,part_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting
442,1992,male,medium,4,capital_region,0,4,49400,5,0.0,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied
443,1991,male,medium,4,southern_finland,1,4,48900,4,6.7,full_time,education,inactive_care,education,unemployed,unemployed,part_time,part_time,full_time,full_time,part_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting
444,1991,female,medium,4,eastern_northern_finland,0,4,22500,2,12.0,inactive_care,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,renting,other_temporary,other_temporary,other_temporary,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
445,1994,female,medium,3,eastern_northern_finland,0,5,38500,5,11.6,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,part_time,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
446,1993,male,high,4,western_finland,0,4,58200,3,7.7,full_time,education,education,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
447,1993,female,medium,4,western_finland,0,4,25600,3,9.6,part_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,education,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,renting,renting,renting,renting,renting,renting,owner_occupied
448,1992,female,high,5,eastern_northern_finland,1,5,57400,5,4.6,full_time,full_time,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied
449,1992,female,medium,3,southern_finland,1,3,45000,3,5.3,full_time,part_time,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,owner_occupied
450,1990,female,low,2,capital_region,0,3,22200,2,10.4,unemployed,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
451,1990,male,medium,4,western_finland,0,4,43400,3,11.5,full_time,education,full_time,education,unemployed,unemployed,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
452,1990,male,high,3,capital_region,1,4,56300,4,2.5,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,owner_occupied
453,1993,male,low,1,western_finland,0,4,15800,2,3.8,full_time,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,full_time,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
454,1991,male,medium,2,eastern_northern_finland,0,4,56200,4,3.6,full_time,education,education,part_time,full_time,full_time,full_time,full_time,full_time,full_time,part_time,inactive_care,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
455,1990,male,medium,3,eastern_northern_finland,0,3,52500,4,2.5,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
456,1993,female,high,3,southern_finland,0,3,43400,2,7.9,full_time,unemployed,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,owner_occupied
457,1993,female,medium,4,eastern_northern_finland,1,4,35100,5,4.8,full_time,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
458,1994,female,low,2,southern_finland,1,4,56400,5,6.7,full_time,education,education,full_time,part_time,full_time,full_time,full_time,full_time,full_time,inactive_care,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,single_parent,single_parent,single_parent,single_parent,single_parent,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied
459,1993,male,low,2,southern_finland,0,4,23000,3,12.7,part_time,education,education,full_time,full_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
460,1990,male,low,2,eastern_northern_finland,0,2,20800,1,9.2,part_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,inactive_care,part_time,full_time,inactive_care,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
461,1993,female,medium,2,southern_finland,0,3,19900,2,11.4,part_time,education,unemployed,unemployed,unemployed,part_time,unemployed,part_time,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,renting,renting
462,1993,female,high,4,southern_finland,0,4,9000,2,9.1,unemployed,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,partnered_with_child,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting
463,1991,female,medium,5,eastern_northern_finland,0,4,48700,3,9.6,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
464,1990,female,low,2,southern_finland,0,3,40600,4,4.7,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,part_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
465,1991,female,low,1,capital_region,0,4,48000,5,6.4,full_time,education,education,education,education,education,full_time,full_time,full_time,part_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting
466,1994,male,low,2,capital_region,0,4,38900,4,1.5,full_time,education,education,education,education,education,part_time,part_time,full_time,full_time,full_time,full_time,part_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
467,1992,female,high,4,eastern_northern_finland,1,4,56400,5,6.2,full_time,education,education,part_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
468,1994,female,high,3,capital_region,1,3,45700,2,15.4,full_time,education,education,education,full_time,unemployed,part_time,part_time,unemployed,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,other_temporary,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
469,1993,male,medium,4,southern_finland,0,3,52900,2,6.0,full_time,education,education,full_time,education,education,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
470,1991,female,high,4,western_finland,0,5,45100,4,10.7,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,education,full_time,full_time,unemployed,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied
471,1991,male,low,1,eastern_northern_finland,0,4,26400,3,8.5,full_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
472,1990,male,low,2,eastern_northern_finland,0,4,45500,3,9.0,full_time,education,education,full_time,full_time,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
473,1991,female,medium,3,capital_region,0,3,44600,3,12.1,full_time,education,education,education,full_time,education,full_time,part_time,full_time,unemployed,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,owner_occupied,owner_occupied
474,1991,male,high,3,eastern_northern_finland,0,4,19400,2,10.4,full_time,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
475,1990,male,medium,2,southern_finland,0,4,45700,5,6.6,full_time,education,education,education,unemployed,unemployed,part_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting
476,1991,female,low,3,capital_region,0,3,20800,2,6.5,full_time,education,unemployed,part_time,unemployed,unemployed,full_time,part_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_with_child,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
477,1992,female,low,1,eastern_northern_finland,0,2,48200,2,4.3,full_time,education,education,education,education,unemployed,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
478,1991,male,medium,4,eastern_northern_finland,0,4,37000,5,6.9,full_time,education,education,full_time,inactive_care,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
479,1993,male,low,2,southern_finland,0,3,61200,4,6.6,full_time,education,education,education,education,education,inactive_care,full_time,full_time,full_time,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,renting,renting
480,1993,male,high,4,capital_region,0,3,54400,3,2.6,full_time,education,education,education,education,education,part_time,education,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting
481,1990,female,low,1,southern_finland,0,4,16900,3,11.0,full_time,education,unemployed,unemployed,unemployed,part_time,unemployed,unemployed,inactive_care,unemployed,part_time,unemployed,full_time,part_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
482,1992,female,high,4,western_finland,1,3,62900,3,7.4,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,part_time,part_time,part_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,owner_occupied
483,1993,female,medium,3,southern_finland,0,3,37600,3,12.4,full_time,education,education,education,education,education,full_time,full_time,full_time,unemployed,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,other_temporary,other_temporary,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
484,1993,female,medium,1,western_finland,0,4,30800,3,5.6,full_time,education,education,unemployed,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,single_parent,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
485,1992,female,medium,4,eastern_northern_finland,1,5,61600,5,6.5,full_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
486,1990,male,low,2,southern_finland,0,4,26900,3,8.1,full_time,education,education,unemployed,part_time,full_time,unemployed,inactive_care,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting
487,1992,male,medium,4,eastern_northern_finland,0,4,55000,4,4.9,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,owner_occupied
488,1994,male,medium,4,capital_region,0,4,42100,3,11.6,full_time,education,education,education,education,education,full_time,full_time,inactive_care,full_time,unemployed,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,single_no_child,single_no_child,single_no_child,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
489,1991,female,high,2,eastern_northern_finland,1,3,41900,3,3.8,full_time,education,education,full_time,full_time,full_time,part_time,unemployed,full_time,inactive_care,part_time,full_time,full_time,inactive_care,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting,renting
490,1994,female,high,2,capital_region,0,4,52500,4,4.8,full_time,education,unemployed,part_time,education,inactive_care,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied,owner_occupied
491,1991,female,high,2,southern_finland,0,3,40500,3,3.7,full_time,education,education,full_time,part_time,full_time,unemployed,full_time,part_time,unemployed,full_time,part_time,full_time,full_time,single_no_child,partnered_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary,other_temporary,renting,renting,renting,renting,renting,owner_occupied
492,1992,female,medium,2,eastern_northern_finland,0,4,47400,3,5.8,inactive_care,education,education,education,full_time,full_time,full_time,full_time,inactive_care,inactive_care,part_time,part_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,owner_occupied
493,1990,female,low,3,eastern_northern_finland,0,3,51700,3,7.5,full_time,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,part_time,full_time,part_time,inactive_care,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,other_temporary,other_temporary,renting,owner_occupied,owner_occupied,owner_occupied,owner_occupied
494,1990,male,high,4,capital_region,0,4,67400,3,3.9,full_time,education,part_time,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_no_child,partnered_no_child,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,renting,renting
495,1994,male,high,4,western_finland,1,3,35800,4,3.8,full_time,education,education,education,education,part_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,single_no_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,partnered_with_child,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting
496,1990,male,medium,3,southern_finland,0,4,43200,4,5.4,part_time,education,education,education,education,education,full_time,full_time,full_time,full_time,full_time,full_time,full_time,full_time,single_no_child,single_no_child,single_no_child,single_no_child,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,single_parent,parental_home,parental_home,parental_home,parental_home,parental_home,parental_home,renting,renting,renting,renting,renting,renting,owner_occupied
